"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CC2D1B",9.37386654888406e-06,0.251792787317138,0.365,0.128,0.113133195378482,"5","CC2D1B"
"RREB11",9.37996614340522e-06,0.276191626650517,0.365,0.13,0.113206811384758,"5","RREB1"
"PHLDA1",9.46975764422847e-06,0.442862481783473,0.692,0.356,0.114290505008193,"5","PHLDA1"
"H3F3B",9.85798044006509e-06,0.354647374043331,0.615,0.301,0.118975965931146,"5","H3F3B"
"TMEM167B1",1.01427318497263e-05,0.365912685001158,0.596,0.287,0.122412630694346,"5","TMEM167B"
"ZDHHC41",1.01729575163615e-05,0.322839137711407,0.519,0.224,0.122777424264967,"5","ZDHHC4"
"RXRA",1.05863612540192e-05,0.272482646084323,0.423,0.163,0.127766793974758,"5","RXRA"
"AKIRIN1",1.09316287069253e-05,0.433939655674624,0.904,0.613,0.131933826863881,"5","AKIRIN1"
"UGP2",1.10678484034593e-05,0.306909259667077,0.462,0.193,0.133577862381351,"5","UGP2"
"KIF1A1",1.13041857112967e-05,0.386880785833559,1,0.954,0.13643021734964,"5","KIF1A"
"RXYLT1",1.14593074917306e-05,0.289179771483684,0.327,0.112,0.138302382117697,"5","RXYLT1"
"SF3B5",1.15081673146128e-05,0.354726822415272,0.769,0.406,0.138892071320062,"5","SF3B5"
"MIEN1",1.16594509209452e-05,0.252732653826528,0.385,0.14,0.140717913164888,"5","MIEN1"
"KIAA05562",1.27988859956312e-05,0.281648771476398,0.577,0.254,0.154469755081273,"5","KIAA0556"
"SLC38A7",1.2892606183282e-05,0.280668441847236,0.404,0.152,0.15560086402603,"5","SLC38A7"
"CDC14B",1.29684862867938e-05,0.283124740109924,0.538,0.236,0.156516660995315,"5","CDC14B"
"ELP51",1.29887186958456e-05,0.278104064432985,0.615,0.278,0.15676084594016,"5","ELP5"
"ALPK3",1.34132595794441e-05,0.293241206251121,0.404,0.152,0.161884629864311,"5","ALPK3"
"DEGS1",1.35974267484369e-05,0.300989073773317,0.596,0.273,0.164107343426885,"5","DEGS1"
"EPHB4",1.38737824220026e-05,0.282473790107692,0.308,0.103,0.167442680051149,"5","EPHB4"
"ATG13",1.40909053711422e-05,0.270108397215042,0.538,0.235,0.170063136924315,"5","ATG13"
"FAM222B",1.42214155041895e-05,0.288914828313438,0.5,0.214,0.171638263720063,"5","FAM222B"
"SP1",1.46468183000713e-05,0.32397642326164,0.423,0.17,0.17677245006356,"5","SP1"
"UBE2E21",1.4892490499805e-05,0.326135094649081,0.481,0.207,0.179737467842146,"5","UBE2E2"
"BABAM2",1.5591674379931e-05,0.282597121093716,0.327,0.112,0.188175918091387,"5","BABAM2"
"NCLN",1.61850325463572e-05,0.296789833706022,0.481,0.2,0.195337157801984,"5","NCLN"
"MOB3A",1.65131246731891e-05,0.291151857528394,0.404,0.156,0.19929690168072,"5","MOB3A"
"ECD",1.65246931704828e-05,0.286982215779438,0.404,0.159,0.199436521874556,"5","ECD"
"CYP1B11",1.65415654076065e-05,0.430627892422902,0.904,0.725,0.199640152904403,"5","CYP1B1"
"ZNF7831",1.65483744675638e-05,0.34631635516184,0.538,0.25,0.199722331449028,"5","ZNF783"
"VPS4A",1.77687315873847e-05,0.305663636845513,0.635,0.305,0.214450821528146,"5","VPS4A"
"HEXA",1.79988875044478e-05,0.374989655217094,0.519,0.25,0.21722857329118,"5","HEXA"
"SRM",1.82238005200138e-05,0.260510004418247,0.519,0.222,0.219943048476046,"5","SRM"
"EMC4",1.87126232538914e-05,0.360166562383401,0.904,0.767,0.225842650051215,"5","EMC4"
"SPRED2",1.88772872407252e-05,0.258299461075354,0.538,0.236,0.227829979708312,"5","SPRED2"
"MAB21L21",2.0336562899774e-05,0.421586681488759,0.673,0.357,0.245441977637372,"5","MAB21L2"
"HSP90B1",2.06333435725696e-05,0.254469402260948,0.442,0.177,0.249023823577343,"5","HSP90B1"
"NXN2",2.08963106119859e-05,0.370145905302467,0.788,0.483,0.252197572776058,"5","NXN"
"CCDC71L",2.12308876533016e-05,0.291380679676955,0.327,0.117,0.256235583087698,"5","CCDC71L"
"OTUB1",2.13183138406356e-05,0.337431238466796,0.635,0.308,0.257290729742631,"5","OTUB1"
"JAGN1",2.16284102383774e-05,0.282824590305782,0.404,0.159,0.261033283166977,"5","JAGN1"
"USP54",2.16846711480532e-05,0.259461153015534,0.404,0.158,0.261712296085854,"5","USP54"
"SEPTIN2",2.24292078055253e-05,0.399711815640208,0.827,0.548,0.270698109004885,"5","SEPTIN2"
"MLYCD",2.32195107896959e-05,0.293160790708563,0.423,0.175,0.28023627572084,"5","MLYCD"
"LPIN2",2.34207211356167e-05,0.284901905338391,0.404,0.159,0.282664683385758,"5","LPIN2"
"SUFU1",2.4143462308834e-05,0.315038500910414,0.346,0.13,0.291387446605318,"5","SUFU"
"LACTB2",2.45324011829278e-05,0.256562819901584,0.365,0.137,0.296081549876756,"5","LACTB2"
"ZC3H31",2.48199929193385e-05,0.321454433036578,0.442,0.191,0.299552494543496,"5","ZC3H3"
"C1orf122",2.49978283610806e-05,0.25061881456061,0.385,0.145,0.301698790489881,"5","C1orf122"
"AFF1",2.68358291587664e-05,0.390020737414651,0.654,0.366,0.323881622117151,"5","AFF1"
"TMEM63B",2.68945663509475e-05,0.27633497157993,0.365,0.138,0.324590521289586,"5","TMEM63B"
"NEK7",2.76662957263677e-05,0.415701375494344,0.885,0.634,0.333904523121532,"5","NEK7"
"DAZAP22",2.77088866469408e-05,0.274836785917349,0.635,0.303,0.334418552941928,"5","DAZAP2"
"VPS39",2.80258016512091e-05,0.277692453862179,0.538,0.243,0.338243400128442,"5","VPS39"
"TNRC6A",2.82741895266447e-05,0.269494789050597,0.481,0.201,0.341241193397075,"5","TNRC6A"
"KIF7",2.84212550265684e-05,0.292520399320868,0.558,0.264,0.343016126915654,"5","KIF7"
"RDX1",2.84421298168807e-05,0.398013528168182,0.846,0.569,0.343268064759934,"5","RDX"
"ATP5F1A",2.90522711899939e-05,0.328040622574635,0.635,0.326,0.350631860992036,"5","ATP5F1A"
"TOP1MT1",2.9744991929081e-05,0.286982215779438,0.5,0.222,0.358992307592079,"5","TOP1MT"
"DXO",3.02671058287931e-05,0.270206503028612,0.404,0.161,0.365293700247704,"5","DXO"
"JTB",3.13108199773737e-05,0.254469402260948,0.442,0.18,0.377890286306923,"5","JTB"
"CERS2",3.22401328996657e-05,0.254414353323007,0.365,0.138,0.389106163966066,"5","CERS2"
"ALAS1",3.29241664714291e-05,0.278678912048229,0.404,0.163,0.397361765143678,"5","ALAS1"
"FTH12",3.50072989051097e-05,0.311856884418467,1,0.977,0.422503090485769,"5","FTH1"
"ZRANB2",3.50082401423044e-05,0.361995570196284,0.827,0.539,0.422514450277472,"5","ZRANB2"
"MAEA1",3.5364128153432e-05,0.291658702988912,0.712,0.371,0.426809662683771,"5","MAEA"
"RBL2",3.53856938956736e-05,0.290360894234408,0.635,0.315,0.427069939626885,"5","RBL2"
"KIAA1109",3.55591955894812e-05,0.261984399069708,0.615,0.292,0.429163931569449,"5","KIAA1109"
"NTMT11",3.6673508747669e-05,0.270494092990869,0.577,0.266,0.442612577075618,"5","NTMT1"
"IVD",3.67772826900879e-05,0.329588387157298,0.462,0.21,0.443865024786671,"5","IVD"
"SAP1302",3.79707845139322e-05,0.312791402129044,0.596,0.299,0.458269398298648,"5","SAP130"
"LAMTOR11",3.89559634224901e-05,0.314528542665101,0.596,0.296,0.470159522546033,"5","LAMTOR1"
"DCTN6",3.9219060666582e-05,0.286982215779438,0.558,0.259,0.473334843184979,"5","DCTN6"
"MYO18A",4.00353611961386e-05,0.297953333600441,0.558,0.264,0.483186774276197,"5","MYO18A"
"NFATC41",4.0644877609573e-05,0.318143147265899,0.673,0.333,0.490543027869937,"5","NFATC4"
"SOS2",4.12210423584794e-05,0.266832516158031,0.442,0.187,0.497496760224488,"5","SOS2"
"IQSEC11",4.12890125212457e-05,0.35043408318487,0.962,0.874,0.498317092118914,"5","IQSEC1"
"SELENOH",4.28318586729895e-05,0.323266333104214,0.962,0.858,0.51693770232431,"5","SELENOH"
"SMIM12",4.33500881054437e-05,0.273993233781869,0.538,0.247,0.523192213344601,"5","SMIM12"
"RUFY11",4.41782404765653e-05,0.299131298445555,0.769,0.408,0.533187184311666,"5","RUFY1"
"MTR",4.47243084647789e-05,0.258967839609842,0.538,0.245,0.539777678861417,"5","MTR"
"CCDC471",4.50037212831867e-05,0.322387551910637,0.731,0.405,0.54314991216678,"5","CCDC47"
"TASOR2",4.50903302484547e-05,0.279369031669563,0.5,0.222,0.5441951957686,"5","TASOR2"
"SAP30BP1",4.61632309590999e-05,0.314888212349323,0.5,0.233,0.557144034445376,"5","SAP30BP"
"TRAPPC9",5.07491584658438e-05,0.271427401584596,0.481,0.214,0.612491593524269,"5","TRAPPC9"
"ZFYVE27",5.25718737116425e-05,0.259461153015534,0.385,0.154,0.634489943825813,"5","ZFYVE27"
"PCNX3",5.41922134214161e-05,0.286982215779438,0.577,0.273,0.65404582378307,"5","PCNX3"
"ATP5ME2",5.48105421333037e-05,0.346934375196619,0.635,0.342,0.661508433006842,"5","ATP5ME"
"TUFM",5.55231716088535e-05,0.255618044870103,0.577,0.264,0.670109158147253,"5","TUFM"
"TSTD1",5.97988722074811e-05,0.31006582889248,0.365,0.151,0.721712588672089,"5","TSTD1"
"ABRAXAS1",6.05535926101459e-05,0.31092791140447,0.423,0.187,0.730821309211851,"5","ABRAXAS1"
"CUL7",6.21136427761206e-05,0.279277551054404,0.481,0.217,0.749649554665,"5","CUL7"
"GABARAP",6.23939644635557e-05,0.273258497160235,0.596,0.291,0.753032757110654,"5","GABARAP"
"APEH",6.36533435515469e-05,0.277798893614103,0.538,0.257,0.76823220332362,"5","APEH"
"ZNF2821",6.36790648406065e-05,0.253815351844239,0.558,0.264,0.768542633561279,"5","ZNF282"
"CHIC2",6.3686208457091e-05,0.286982215779438,0.577,0.284,0.768628849868631,"5","CHIC2"
"DENND2A2",6.37444894368417e-05,0.293968646095545,0.577,0.289,0.769332243013242,"5","DENND2A"
"GALNT71",6.69486780819283e-05,0.360631306165102,0.538,0.273,0.808003595770792,"5","GALNT7"
"TMEM106C1",6.78617003677595e-05,0.289797231386492,0.788,0.438,0.81902286173849,"5","TMEM106C"
"TOR1A",6.88390996199351e-05,0.283501647044476,0.596,0.294,0.830819093312997,"5","TOR1A"
"PRXL2A",7.23743792943248e-05,0.275711103444418,0.5,0.228,0.873486383703206,"5","PRXL2A"
"NDUFB81",7.29413434637731e-05,0.315133256093587,0.558,0.275,0.880329074264278,"5","NDUFB8"
"MGAT2",7.46938574965414e-05,0.2552733560521,0.462,0.205,0.901480166125759,"5","MGAT2"
"TTC7B1",7.53765582766971e-05,0.314888212349323,0.5,0.236,0.909719681841458,"5","TTC7B"
"ATP8A11",7.68201044657126e-05,0.263427487800541,0.462,0.205,0.927141840796686,"5","ATP8A1"
"TLN1",7.73769325051681e-05,0.269755801668842,0.346,0.135,0.933862198404874,"5","TLN1"
"ADIPOR11",7.80393977753715e-05,0.298905383155258,0.442,0.201,0.941857491750958,"5","ADIPOR1"
"COL4A21",7.91341187986241e-05,0.293607692594478,0.577,0.285,0.955069679780594,"5","COL4A2"
"OSBP1",7.94813925778468e-05,0.268024058075554,0.519,0.243,0.959260927022033,"5","OSBP"
"TK21",8.28595809078023e-05,0.25736573501334,0.385,0.159,1,"5","TK2"
"ASAP1",8.32252632589357e-05,0.303101881142715,0.404,0.175,1,"5","ASAP1"
"EMC8",8.38467175805195e-05,0.266576005117601,0.423,0.184,1,"5","EMC8"
"PACS11",8.81233881917319e-05,0.313454427140629,0.769,0.434,1,"5","PACS1"
"RCOR11",8.91684243874194e-05,0.308723994933505,0.692,0.361,1,"5","RCOR1"
"GPANK1",8.99848023742629e-05,0.265637313381083,0.5,0.235,1,"5","GPANK1"
"HSPA81",9.06299928457739e-05,0.300592647298092,0.885,0.673,1,"5","HSPA8"
"PFN1",9.10202486538097e-05,0.368874928543103,0.865,0.729,1,"5","PFN1"
"NECTIN11",9.2576836109996e-05,0.27421491970556,0.365,0.145,1,"5","NECTIN1"
"NUDC",9.28235409590199e-05,0.25199491621987,0.538,0.254,1,"5","NUDC"
"SERPING1",9.8148711811932e-05,0.398013528168182,0.423,0.194,1,"5","SERPING1"
"TP53BP21",9.91495878278472e-05,0.271040671910417,0.442,0.2,1,"5","TP53BP2"
"RSRP1",9.93725609380768e-05,0.259985483401421,0.673,0.331,1,"5","RSRP1"
"BFAR",0.000100236982714731,0.261891234816608,0.385,0.161,1,"5","BFAR"
"TRIB1",0.000100405646194141,0.264262139279355,0.481,0.222,1,"5","TRIB1"
"SSU722",0.000101574761324581,0.296830001735785,0.635,0.324,1,"5","SSU72"
"GPAT4",0.000102998378169002,0.275094137581098,0.615,0.308,1,"5","GPAT4"
"CYGB1",0.000107502784923395,0.266832516158031,0.423,0.187,1,"5","CYGB"
"ELMSAN11",0.000107605206987374,0.32499554171617,0.577,0.299,1,"5","ELMSAN1"
"SPAG7",0.000109873929277107,0.346100431335816,0.731,0.475,1,"5","SPAG7"
"MGRN11",0.000114363229190505,0.298079924662769,0.5,0.245,1,"5","MGRN1"
"SFT2D1",0.000115812728227736,0.261891234816608,0.385,0.163,1,"5","SFT2D1"
"RNF1572",0.000121854523733277,0.348947969085831,0.885,0.709,1,"5","RNF157"
"DNAJB141",0.000129061582398046,0.260798283975783,0.577,0.289,1,"5","DNAJB14"
"TANC2",0.000132278465847469,0.271214899921121,0.558,0.282,1,"5","TANC2"
"ZNF4961",0.000132924827239693,0.260842078315648,0.442,0.201,1,"5","ZNF496"
"GRPEL11",0.00013686503074456,0.277357796891038,0.462,0.217,1,"5","GRPEL1"
"PIP4P11",0.000137889712974575,0.290548830799631,0.538,0.261,1,"5","PIP4P1"
"EIF3A1",0.000142391624312207,0.332845342823445,0.904,0.835,1,"5","EIF3A"
"POLR2H1",0.000147931661819067,0.361510194429194,0.808,0.548,1,"5","POLR2H"
"SNX17",0.000151479943614466,0.346823258572033,0.808,0.637,1,"5","SNX17"
"PDCD4",0.000165288260857848,0.259913972581268,0.538,0.268,1,"5","PDCD4"
"CSNK1D",0.000170026469923717,0.308276994142667,0.962,0.905,1,"5","CSNK1D"
"CAPRIN1",0.000172725931526347,0.294354204435791,0.75,0.461,1,"5","CAPRIN1"
"SMIM10L11",0.000182891688831808,0.26322609252683,0.538,0.261,1,"5","SMIM10L1"
"HPS31",0.000183763757928038,0.270680403450338,0.538,0.271,1,"5","HPS3"
"PSMB51",0.0001839559892161,0.259369984571578,0.615,0.32,1,"5","PSMB5"
"GTF2IRD11",0.000188151165031427,0.373491209034113,0.827,0.702,1,"5","GTF2IRD1"
"MED8",0.000192614005665817,0.339449635673574,0.442,0.215,1,"5","MED8"
"TBL21",0.000206083550815881,0.276759356063322,0.885,0.562,1,"5","TBL2"
"DLG51",0.000209674256591995,0.267564761952198,0.462,0.217,1,"5","DLG5"
"CREM1",0.000237899540581405,0.281764506508419,0.558,0.289,1,"5","CREM"
"SNRNP2001",0.000264680024049218,0.300705075579769,0.962,0.921,1,"5","SNRNP200"
"TMEM63A",0.00026715124634845,0.2552733560521,0.346,0.147,1,"5","TMEM63A"
"REPIN11",0.000293384779762792,0.251358306048717,0.462,0.224,1,"5","REPIN1"
"ZKSCAN11",0.000310062127461959,0.328347536988296,0.731,0.473,1,"5","ZKSCAN1"
"DNAJA21",0.000314236972125531,0.259985483401421,0.673,0.366,1,"5","DNAJA2"
"ARIH21",0.000316843296330602,0.254939746375301,0.615,0.326,1,"5","ARIH2"
"R3HCC12",0.00031727387793684,0.271552175209832,0.596,0.322,1,"5","R3HCC1"
"ZNF7061",0.000323526953860795,0.293282204135177,0.654,0.371,1,"5","ZNF706"
"PHPT12",0.000337505316804437,0.289671303307078,0.962,0.881,1,"5","PHPT1"
"RER1",0.000340057146365322,0.283842508248871,0.654,0.357,1,"5","RER1"
"UQCRH1",0.000343128558099372,0.281335652638296,0.462,0.233,1,"5","UQCRH"
"ZSWIM8",0.000347635920503126,0.317632428619623,0.692,0.429,1,"5","ZSWIM8"
"RAD23B1",0.000365659937395723,0.327995598152664,0.731,0.469,1,"5","RAD23B"
"LRP61",0.000377850350856847,0.260510004418247,0.615,0.324,1,"5","LRP6"
"AGAP31",0.000381791017669751,0.271795811964762,0.462,0.229,1,"5","AGAP3"
"NICN1",0.000404547693223654,0.251564096654713,0.385,0.175,1,"5","NICN1"
"AP3D1",0.000416504858908926,0.345053346304691,0.846,0.664,1,"5","AP3D1"
"LIMK1",0.000417338575313055,0.261120152467472,0.5,0.257,1,"5","LIMK1"
"ALDH18A1",0.000437859523702263,0.266385311172325,0.481,0.233,1,"5","ALDH18A1"
"PSMC51",0.000491208458869915,0.280635109013555,0.808,0.576,1,"5","PSMC5"
"HADHA",0.00053137978603208,0.304601068415668,0.769,0.522,1,"5","HADHA"
"TBC1D10B",0.00054188499447292,0.31006582889248,0.423,0.212,1,"5","TBC1D10B"
"MBD61",0.000552763488818726,0.281707273738764,0.538,0.291,1,"5","MBD6"
"UVRAG1",0.000573841466027474,0.253034883856101,0.635,0.349,1,"5","UVRAG"
"HEXIM11",0.000594039817932186,0.256187128936584,0.654,0.364,1,"5","HEXIM1"
"MTDH",0.000630823565291162,0.336277512036212,0.769,0.587,1,"5","MTDH"
"KDM3B",0.000647277680496201,0.343250435426184,0.769,0.534,1,"5","KDM3B"
"TWSG11",0.00066850154602823,0.263599288341488,0.654,0.366,1,"5","TWSG1"
"MAPK3",0.000678001716597368,0.280829988797843,0.365,0.173,1,"5","MAPK3"
"GSTZ1",0.000713547296233341,0.264888444928821,0.288,0.123,1,"5","GSTZ1"
"NDNF",0.000740426013094927,0.313949263379708,0.192,0.065,1,"5","NDNF"
"HDAC31",0.000775515877004032,0.261984399069708,0.538,0.284,1,"5","HDAC3"
"CTNNA1",0.000802491905933123,0.291704626021842,0.808,0.66,1,"5","CTNNA1"
"ERICH11",0.000894444570961023,0.264262139279355,0.558,0.294,1,"5","ERICH1"
"NES1",0.000924564412777432,0.266223655612641,0.904,0.9,1,"5","NES"
"NRBP1",0.000938894449610586,0.285899517761727,0.846,0.779,1,"5","NRBP1"
"TMCO3",0.000996921193497493,0.304136936818505,0.538,0.305,1,"5","TMCO3"
"ZNF5921",0.00101978590398026,0.316044681381901,0.75,0.485,1,"5","ZNF592"
"MYO15B",0.00120265423445003,0.256480127382094,0.404,0.201,1,"5","MYO15B"
"MGAT4B1",0.0012857145623483,0.290803926731847,0.788,0.578,1,"5","MGAT4B"
"SHROOM31",0.00133193885667802,0.288341325668827,0.75,0.511,1,"5","SHROOM3"
"SLC16A11",0.0013758969058812,0.261559618899531,0.942,0.898,1,"5","SLC16A1"
"CHMP1B1",0.00142755936494138,0.272482646084323,0.615,0.377,1,"5","CHMP1B"
"EXOC71",0.00145966346554648,0.286982215779438,0.885,0.814,1,"5","EXOC7"
"YEATS21",0.00151454848357502,0.285512327683984,0.692,0.436,1,"5","YEATS2"
"ABCC4",0.00156829966732668,0.272292830277078,0.308,0.142,1,"5","ABCC4"
"VCP",0.00193838167843073,0.259870370162197,0.423,0.226,1,"5","VCP"
"CCDC1491",0.00240503361353782,0.259605776848133,0.481,0.257,1,"5","CCDC149"
"UNK1",0.00246418130771016,0.269984139427541,0.885,0.785,1,"5","UNK"
"ARHGEF12",0.00251028927290957,0.265107716156676,0.385,0.207,1,"5","ARHGEF12"
"POLR1D1",0.00268659610163426,0.256924981923258,0.538,0.317,1,"5","POLR1D"
"SH3GLB2",0.0028201085015709,0.26267180837326,0.442,0.243,1,"5","SH3GLB2"
"FOXK11",0.00355881085850423,0.257799020142502,0.481,0.277,1,"5","FOXK1"
"ATP2A21",0.00444636122366302,0.303955294383152,0.904,0.774,1,"5","ATP2A2"
"DLG1",0.00523067927151479,0.253967158551475,0.538,0.329,1,"5","DLG1"
"EIF4H1",0.00546878191227271,0.290098189001295,0.615,0.399,1,"5","EIF4H"
"ARL6IP4",0.00562854935375192,0.272215505070526,0.654,0.462,1,"5","ARL6IP4"
"ACTA2",6.11344216122474e-73,1.63155794949335,0.696,0.016,7.37831334438214e-69,"6","ACTA2"
"ACTG2",1.01547515302293e-65,1.03136908771892,0.587,0.009,1.22557696218337e-61,"6","ACTG2"
"CD2481",2.94455496022283e-65,2.49001999702665,0.978,0.088,3.55378338149293e-61,"6","CD248"
"MGP1",1.49912058165063e-63,3.52979507044453,0.978,0.097,1.80928862999415e-59,"6","MGP"
"IGFN1",1.92511482230546e-55,0.811296017483858,0.457,0.003,2.32342107904046e-51,"6","IGFN1"
"TWIST1",2.02547139043116e-55,1.00197530272411,0.63,0.024,2.44454142111137e-51,"6","TWIST1"
"TGFBI1",4.46005595116188e-55,1.73632839383881,0.891,0.078,5.38284152745728e-51,"6","TGFBI"
"EMILIN11",1.94310609379128e-54,1.7928313269681,0.804,0.062,2.3451347445967e-50,"6","EMILIN1"
"TINAGL1",2.00743140258831e-53,1.11862022157638,0.609,0.024,2.42276895978383e-49,"6","TINAGL1"
"PRRX11",7.41234029794931e-53,1.49897012210541,0.674,0.036,8.94595350559502e-49,"6","PRRX1"
"COL6A31",9.45418782791712e-53,2.24424466925496,0.848,0.076,1.14102592895132e-48,"6","COL6A3"
"OLFML31",1.97079709440041e-52,1.69049517706338,0.804,0.066,2.37855501323186e-48,"6","OLFML3"
"CPED1",2.4796806520009e-52,0.702758560583672,0.413,0.002,2.99272657889989e-48,"6","CPED1"
"NRP21",3.77244139340136e-51,1.35935893539348,0.696,0.043,4.5529595176961e-47,"6","NRP2"
"ADAMTSL11",1.65654084443618e-50,2.17517685438872,0.826,0.081,1.99927914515002e-46,"6","ADAMTSL1"
"FOXC11",5.60843049515779e-50,1.12175743733294,0.652,0.035,6.76881476460594e-46,"6","FOXC1"
"LUM1",2.94164955886454e-48,1.36909713099487,0.652,0.04,3.55027685259361e-44,"6","LUM"
"GSC",8.85539276458214e-48,0.785918304567548,0.435,0.007,1.06875735275742e-43,"6","GSC"
"COL16A11",1.42347831826938e-47,2.18943393395117,0.913,0.114,1.71799598231931e-43,"6","COL16A1"
"COL1A11",5.99571338585231e-47,3.57948357609903,1,0.158,7.23622648538515e-43,"6","COL1A1"
"COL3A11",3.69446406412512e-46,3.65604393104136,1,0.173,4.45884867899261e-42,"6","COL3A1"
"SULT1E1",1.25183799819004e-45,1.07120785249055,0.5,0.017,1.51084328001556e-41,"6","SULT1E1"
"DCN1",6.31758888518492e-45,1.50070452543781,0.674,0.052,7.62469802552968e-41,"6","DCN"
"MMP21",8.38997088549013e-45,1.50517209271934,0.826,0.099,1.0125855861698e-40,"6","MMP2"
"EMCN",1.8984507100874e-44,0.754358681435784,0.391,0.005,2.29124016200448e-40,"6","EMCN"
"INHBA",2.83048164463511e-44,1.21347940791782,0.543,0.026,3.41610829691011e-40,"6","INHBA"
"CLDN7",5.65936115803042e-44,0.756848233461481,0.37,0.003,6.83028298162691e-40,"6","CLDN7"
"THBS21",6.04101132798363e-44,1.44241467512104,0.739,0.066,7.29089657174345e-40,"6","THBS2"
"COL14A11",7.86723141629562e-43,1.33570766732884,0.717,0.062,9.49496159632718e-39,"6","COL14A1"
"IGFBP31",1.5564282573184e-42,2.44499321922282,0.804,0.097,1.87845326375758e-38,"6","IGFBP3"
"PLAT1",4.45580497509821e-41,1.31086908907345,0.674,0.059,5.37771102444603e-37,"6","PLAT"
"KRT15",9.44847038396954e-41,1.38781969984813,0.326,0.002,1.14033589064128e-36,"6","KRT15"
"THSD4",3.24716277350266e-39,0.75542960765552,0.413,0.012,3.91900075134036e-35,"6","THSD4"
"LY6E1",2.41487269297725e-38,1.52674506153792,0.761,0.097,2.91450985315424e-34,"6","LY6E"
"HOXB3",3.44991984663507e-37,0.670669922906818,0.457,0.021,4.16370826290386e-33,"6","HOXB3"
"S100A101",5.15575055875372e-37,2.08774979382168,0.826,0.132,6.22247534935987e-33,"6","S100A10"
"ANXA1",1.17209511077418e-36,0.73951091702847,0.391,0.012,1.41460158919336e-32,"6","ANXA1"
"COL5A21",2.87952987116493e-36,2.16557975233735,0.913,0.185,3.47530460150896e-32,"6","COL5A2"
"IL1R11",1.44723571300615e-35,1.07825834484438,0.522,0.036,1.74666878202712e-31,"6","IL1R1"
"SFRP4",2.81829561923982e-35,0.723359278812604,0.391,0.014,3.40140098286054e-31,"6","SFRP4"
"TNS2",6.61075021347382e-35,0.738327179964807,0.457,0.024,7.97851443264156e-31,"6","TNS2"
"LOXL21",1.79460230746642e-34,1.59967800296094,0.761,0.104,2.16590552488123e-30,"6","LOXL2"
"CLDN11",1.8839307167955e-34,0.682473945231289,0.435,0.021,2.27371598210049e-30,"6","CLDN11"
"RARRES11",1.91357476484945e-34,0.846149525334386,0.587,0.05,2.3094933836968e-30,"6","RARRES1"
