"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"LUC7L1",7.84233209955049e-09,0.404386439238421,0.985,0.942,9.46491061094748e-05,"4","LUC7L"
"ACYP2",8.6576264170896e-09,0.431083940546031,0.627,0.268,0.000104488893227854,"4","ACYP2"
"ZBTB39",8.73644481603973e-09,0.29385998176953,0.328,0.088,0.000105440152484783,"4","ZBTB39"
"IGDCC41",8.92915303473238e-09,0.423053733478505,0.672,0.3,0.000107765947976185,"4","IGDCC4"
"FH",9.15120738095012e-09,0.478013598818286,0.701,0.333,0.000110445921880687,"4","FH"
"IQSEC1",9.16985907419408e-09,0.715863278676207,0.955,0.872,0.000110671029166448,"4","IQSEC1"
"PHLPP11",9.44556166498980e-09,0.425847610727653,0.582,0.228,0.000113998483734762,"4","PHLPP1"
"DENND111",9.45382629488168e-09,0.489748815508318,0.597,0.263,0.000114098229552927,"4","DENND11"
"FBF1",9.52073378386916e-09,0.395739595788743,0.567,0.219,0.000114905736037517,"4","FBF1"
"IGSF211",9.72449965518823e-09,0.30953545594714,0.448,0.146,0.000117364986338467,"4","IGSF21"
"PEX11A",9.88210959673267e-09,0.30077939570932,0.403,0.126,0.000119267180722967,"4","PEX11A"
"MYO101",1.01398034427625e-08,0.615335040056878,0.791,0.552,0.0001223772877507,"4","MYO10"
"PRPF41",1.04968921641385e-08,0.423796797361408,0.761,0.353,0.000126686991528988,"4","PRPF4"
"KIF3A",1.05908917120817e-08,0.358163779879035,0.582,0.223,0.000127821472073114,"4","KIF3A"
"HLTF1",1.06687157236486e-08,0.405661081369238,0.567,0.225,0.000128760730068715,"4","HLTF"
"USP3",1.13093562664329e-08,0.373371782760289,0.672,0.277,0.000136492620779579,"4","USP3"
"ATOH8",1.16320888704761e-08,0.360124183471099,0.373,0.112,0.000140387680577776,"4","ATOH8"
"DUSP16",1.23498554972343e-08,0.428683299285092,0.537,0.207,0.000149050405996121,"4","DUSP16"
"PLEKHA7",1.26051517456536e-08,0.433639819591669,0.463,0.169,0.000152131576418294,"4","PLEKHA7"
"LRRTM2",1.35180934509166e-08,0.287317135902758,0.299,0.076,0.000163149869859113,"4","LRRTM2"
"DST1",1.38413940443819e-08,0.554782550510758,0.851,0.579,0.000167051784721645,"4","DST"
"SH3BP41",1.3965200986017e-08,0.4108584365082,0.612,0.25,0.000168546010700239,"4","SH3BP4"
"RUVBL1",1.40434908228268e-08,0.369509482171953,0.507,0.185,0.000169490890740697,"4","RUVBL1"
"ADGRV1",1.46499693187201e-08,0.488867471523629,0.537,0.214,0.000176810479707633,"4","ADGRV1"
"NOL41",1.47408997373636e-08,0.334555499543599,0.463,0.16,0.000177907918930242,"4","NOL4"
"PSPC1",1.48367938470692e-08,0.389886869543306,0.672,0.282,0.000179065264940279,"4","PSPC1"
"CNOT6L",1.48414252700083e-08,0.419390863853389,0.522,0.201,0.000179121161583731,"4","CNOT6L"
"SRR",1.49977696543935e-08,0.320135761100887,0.448,0.151,0.000181008081958875,"4","SRR"
"ARNTL",1.50146766192738e-08,0.354775301493124,0.284,0.07,0.000181212132118016,"4","ARNTL"
"MAP71",1.53915929549713e-08,0.443484068876301,0.597,0.259,0.000185761135373549,"4","MAP7"
"R3HCC11",1.54900498111691e-08,0.415223802864212,0.672,0.306,0.000186949411171,"4","R3HCC1"
"TOX31",1.58089273620901e-08,0.4449889794345,0.522,0.205,0.000190797944333066,"4","TOX3"
"CELF11",1.58193082278752e-08,0.460834624010628,0.955,0.906,0.000190923231002226,"4","CELF1"
"ANP32A1",1.58450857091158e-08,0.474815439210251,0.851,0.439,0.000191234339423318,"4","ANP32A"
"CELF5",1.60035981723942e-08,0.259150327481882,0.313,0.081,0.000193147426342626,"4","CELF5"
"ASPH",1.62448422935338e-08,0.440627301540121,1,0.996,0.000196059001640659,"4","ASPH"
"SLC35D2",1.70733464432491e-08,0.264142713005531,0.284,0.068,0.000206058218223573,"4","SLC35D2"
"SARM11",1.7648484770496e-08,0.38042654029424,0.731,0.327,0.000212999562695116,"4","SARM1"
"MED19",1.83243654992646e-08,0.386673023168825,0.582,0.239,0.000221156767210624,"4","MED19"
"ZNF641",1.95322084858549e-08,0.278411582680866,0.388,0.119,0.000235734224215783,"4","ZNF641"
"PHC1",1.96414156869103e-08,0.37747408632236,0.716,0.329,0.00023705224592532,"4","PHC1"
"CDH20",1.96637036782629e-08,0.422608502243712,0.493,0.185,0.000237321239692955,"4","CDH20"
"NUP54",1.99454875864856e-08,0.391469639905997,0.761,0.331,0.000240722089681294,"4","NUP54"
"CPSF7",2.00792673167142e-08,0.492290725034714,0.776,0.451,0.000242336677245424,"4","CPSF7"
"MTA2",2.08298117621398e-08,0.374394693390388,0.552,0.219,0.000251394998157265,"4","MTA2"
"CLK41",2.16011284038001e-08,0.473406386512145,0.597,0.263,0.000260704018705464,"4","CLK4"
"FSD1L1",2.16321473973888e-08,0.437140931288561,0.716,0.315,0.000261078386939085,"4","FSD1L"
"KNTC1",2.30270071750423e-08,0.354431331761295,0.478,0.171,0.000277912949595585,"4","KNTC1"
"ABCA31",2.39084730142733e-08,0.442418694028461,0.612,0.264,0.000288551360809264,"4","ABCA3"
"SEMA3F1",2.4163118160534e-08,0.633721628353008,0.925,0.827,0.000291624673079485,"4","SEMA3F"
"EVC2",2.49273758927086e-08,0.325224152678865,0.313,0.086,0.0003008484996491,"4","EVC2"
"DDX5",2.49421596577729e-08,0.473508454045739,0.985,0.968,0.000301026924909661,"4","DDX5"
"MOXD1",2.54852860725843e-08,0.333092603505868,0.343,0.099,0.000307581917610019,"4","MOXD1"
"SNAP91",2.55364158136776e-08,0.413599226043625,0.463,0.169,0.000308199002455276,"4","SNAP91"
"TK1",2.56608157886715e-08,0.295537642707726,0.239,0.052,0.000309700385753477,"4","TK1"
"SVOP1",2.56858619266737e-08,0.273556743413403,0.299,0.077,0.000310002667593025,"4","SVOP"
"STK32B1",2.62116372690555e-08,0.404149912466698,0.433,0.153,0.00031634825020023,"4","STK32B"
"HTRA2",2.72031782190498e-08,0.291790612482066,0.373,0.113,0.000328315157925712,"4","HTRA2"
"SNX19",2.7536179297509e-08,0.400046735763527,0.687,0.318,0.000332334147941637,"4","SNX19"
"VPS25",2.76829492480133e-08,0.381916158434726,0.552,0.23,0.000334105514474273,"4","VPS25"
"LYAR",2.83425344192545e-08,0.262175701354761,0.269,0.065,0.000342066047905983,"4","LYAR"
"PAM161",3.03884606998525e-08,0.377503145087473,0.567,0.241,0.00036675833218652,"4","PAM16"
"PFDN6",3.09026559854924e-08,0.471035936861443,0.716,0.399,0.000372964155088908,"4","PFDN6"
"NDFIP1",3.09522294227297e-08,0.38460624879253,0.97,0.89,0.000373562456902924,"4","NDFIP1"
"RNF1571",3.13651958399269e-08,0.545578352797244,0.866,0.707,0.000378546548592078,"4","RNF157"
"HIST1H1C1",3.1731617427621e-08,0.480467447624048,0.821,0.536,0.000382968890733958,"4","HIST1H1C"
"DAPK1",3.2149547134271e-08,0.318073847337293,0.418,0.14,0.000388012884363517,"4","DAPK1"
"FRA10AC11",3.23745103859329e-08,0.424300112996896,0.836,0.448,0.000390727965847824,"4","FRA10AC1"
"CCDC34",3.27561617392669e-08,0.409942032335299,0.567,0.232,0.000395334116031213,"4","CCDC34"
"NAA35",3.34730624532538e-08,0.352412164124643,0.567,0.228,0.000403986390748321,"4","NAA35"
"BCHE",3.35178412888838e-08,0.262370778772527,0.254,0.059,0.000404526826515538,"4","BCHE"
"HERC2",3.35931393658354e-08,0.516798982025525,0.701,0.371,0.000405435599006268,"4","HERC2"
"TLK2",3.36868534502847e-08,0.267590731058748,0.388,0.121,0.000406566634291486,"4","TLK2"
"VSX21",3.41307463220682e-08,0.66234879010659,0.866,0.8,0.000411923977361041,"4","VSX2"
"EEF1AKMT1",3.47764402135164e-08,0.322038515081124,0.328,0.095,0.000419716856936929,"4","EEF1AKMT1"
"PHYH",3.51146347799272e-08,0.350237792890306,0.433,0.153,0.000423798527158941,"4","PHYH"
"WDR90",3.6966210976967e-08,0.281793089431121,0.343,0.101,0.000446145200281014,"4","WDR90"
"KHDRBS31",3.73194876525117e-08,0.327180757801839,0.522,0.192,0.000450408896478164,"4","KHDRBS3"
"CAMKMT",3.7428713080262e-08,0.402979082468363,0.687,0.317,0.000451727138165682,"4","CAMKMT"
"SSU721",3.79277577901464e-08,0.39217232751178,0.701,0.308,0.000457750108769276,"4","SSU72"
"PCDHB13",3.81968311316431e-08,0.354507582126836,0.463,0.171,0.000460997554927801,"4","PCDHB13"
"DDX1",3.83100800882771e-08,0.327501702818311,0.478,0.173,0.000462364356585416,"4","DDX1"
"LMNB11",3.94201934646563e-08,0.503244657992541,0.836,0.514,0.000475762314924937,"4","LMNB1"
"SLC35F1",3.99381828652614e-08,0.359829635687126,0.433,0.151,0.00048201392900084,"4","SLC35F1"
"RARB",4.00256480516457e-08,0.280657799788547,0.269,0.067,0.000483069546335312,"4","RARB"
"ARHGEF251",4.03951516960447e-08,0.498446848520548,0.791,0.453,0.000487529085819563,"4","ARHGEF25"
"RYK",4.13597691975619e-08,0.38860047173994,0.552,0.223,0.000499171054445375,"4","RYK"
"PHIP",4.36722221837397e-08,0.357162563678048,0.597,0.25,0.000527080049535554,"4","PHIP"
"RGS161",4.37909819895357e-08,0.436290186599391,0.642,0.282,0.000528513361631707,"4","RGS16"
"GNL3",4.394160007668e-08,0.332671445075041,0.731,0.34,0.000530331171325451,"4","GNL3"
"FBXW71",4.50160558905329e-08,0.418771614979888,0.776,0.358,0.000543298778542842,"4","FBXW7"
"ANO1",4.58402967759781e-08,0.398590938424166,0.373,0.117,0.00055324654178928,"4","ANO1"
"SLC20A1",4.71199905035622e-08,0.421316743530414,0.582,0.255,0.000568691165387492,"4","SLC20A1"
"ST5",4.98052233472829e-08,0.633137895777418,0.866,0.73,0.000601099240578358,"4","ST5"
"COIL",5.03754155980813e-08,0.327841421436882,0.463,0.164,0.000607980890853243,"4","COIL"
"KANSL1L",5.0510361807844e-08,0.311521095538127,0.388,0.124,0.00060960955665887,"4","KANSL1L"
"BTBD8",5.1238732228775e-08,0.361776968278623,0.433,0.151,0.000618400259269085,"4","BTBD8"
"B3GAT1",5.275524173648e-08,0.308690786695325,0.418,0.14,0.000636703012517577,"4","B3GAT1"
"BLMH",5.31139324294789e-08,0.292291171687072,0.373,0.119,0.000641032050491381,"4","BLMH"
"PAG11",5.40704093661937e-08,0.492551435778848,0.463,0.183,0.000652575770640592,"4","PAG1"
"EPB41L51",5.46612653940968e-08,0.519671923647125,0.701,0.344,0.000659706812041354,"4","EPB41L5"
"HDAC4",5.5080888124057e-08,0.321910075727299,0.507,0.192,0.000664771238769244,"4","HDAC4"
"PRCC",5.58177546169629e-08,0.340133834346206,0.507,0.198,0.000673664480472125,"4","PRCC"
"DAXX1",5.59774012888159e-08,0.449393037927189,0.761,0.387,0.000675591256154719,"4","DAXX"
"DOCK4",5.61730394004338e-08,0.30716907099842,0.418,0.144,0.000677952412523835,"4","DOCK4"
"ZWINT",5.75780956684611e-08,0.259150327481882,0.313,0.088,0.000694910036622657,"4","ZWINT"
"LGR41",5.92248653600758e-08,0.535288666830166,0.896,0.734,0.000714784900030755,"4","LGR4"
"ARPIN",5.93136124316796e-08,0.452179298455917,0.657,0.333,0.000715855988437941,"4","ARPIN"
"SORCS2",6.04817928083791e-08,0.315886288099529,0.537,0.205,0.000729954757404328,"4","SORCS2"
"PIGX",6.21552529758637e-08,0.492136927791256,0.627,0.297,0.000750151748165699,"4","PIGX"
"TBC1D161",6.27397539887059e-08,0.450078105428118,0.806,0.478,0.000757206090889691,"4","TBC1D16"
"SLC25A33",6.33534124959914e-08,0.425364764898022,0.507,0.205,0.00076461233541412,"4","SLC25A33"
"SKIL",6.39470626436634e-08,0.383758400991988,0.672,0.317,0.000771777099046373,"4","SKIL"
"CIB2",6.42710626526272e-08,0.320749700018569,0.463,0.171,0.000775687455154557,"4","CIB2"
"NSMCE4A",6.94753714580806e-08,0.367487484586741,0.507,0.2,0.000838498258127575,"4","NSMCE4A"
"NCOA2",7.03552434480684e-08,0.272338572426772,0.358,0.11,0.000849117433174737,"4","NCOA2"
"SMC31",7.1890117920557e-08,0.474775767129819,0.627,0.297,0.000867641833183202,"4","SMC3"
"EIF2AK2",7.21832766127005e-08,0.358741767061326,0.612,0.264,0.000871179965438682,"4","EIF2AK2"
"ARMC7",7.38718048451938e-08,0.342151942793334,0.358,0.117,0.000891558812676644,"4","ARMC7"
"MEGF10",7.62175722251477e-08,0.275244303602183,0.313,0.088,0.000919869879185308,"4","MEGF10"
"CD2AP1",7.86378571988076e-08,0.476204649756582,0.791,0.442,0.00094908029853241,"4","CD2AP"
"MTMR12",7.88135090736062e-08,0.347979917809382,0.373,0.122,0.000951200241009353,"4","MTMR12"
"AREL1",7.93077081905102e-08,0.297964380102266,0.388,0.129,0.000957164730151268,"4","AREL1"
"CRY1",7.93215364283566e-08,0.409942032335299,0.567,0.25,0.000957331623153836,"4","CRY1"
"YAE11",8.01026500046582e-08,0.397327884067573,0.657,0.297,0.000966758882906219,"4","YAE1"
"ZKSCAN7",8.08394566543768e-08,0.321047993215308,0.403,0.14,0.000975651402361673,"4","ZKSCAN7"
"ADGRB1",8.38860871454069e-08,0.327201601327363,0.328,0.099,0.00101242118575792,"4","ADGRB1"
"ZNF518A",8.52327797822665e-08,0.254388791381259,0.358,0.11,0.00102867441919217,"4","ZNF518A"
"FYCO1",8.59441564995737e-08,0.278765806615425,0.388,0.128,0.00103726002479335,"4","FYCO1"
"FAM200A1",8.62330264052011e-08,0.258170790243241,0.448,0.156,0.00104074639568437,"4","FAM200A"
"KLHL23",8.73208680940133e-08,0.401616162125413,0.493,0.192,0.00105387555702665,"4","KLHL23"
"DENND4C",8.83056352172941e-08,0.356528272596875,0.478,0.178,0.00106576071143752,"4","DENND4C"
"SSX2IP1",8.85451339973987e-08,0.459387912978566,0.657,0.302,0.0010686512222146,"4","SSX2IP"
"BLOC1S1",8.96312785257911e-08,0.419634212937358,0.701,0.351,0.00108175990052777,"4","BLOC1S1"
"PCGF3",9.11806881349512e-08,0.449273703377232,0.746,0.433,0.00110045972510073,"4","PCGF3"
"EEA1",9.26039287076398e-08,0.342556903509838,0.403,0.14,0.00111763681557251,"4","EEA1"
"PAIP1",9.36713144173645e-08,0.276946598833184,0.507,0.189,0.00113051909370317,"4","PAIP1"
"PRDM5",9.50557670908971e-08,0.360656158219551,0.463,0.173,0.00114722805302004,"4","PRDM5"
"NDST1",9.7696204544849e-08,0.417507192346528,0.672,0.326,0.00117909549265178,"4","NDST1"
"TMEM201",9.83243689055221e-08,0.315165120855875,0.418,0.146,0.00118667680832075,"4","TMEM201"
"MTHFD1",1.0184617580999e-07,0.289440307795728,0.418,0.144,0.00122918149585077,"4","MTHFD1"
"H1FX1",1.02036890233412e-07,0.455782778687926,0.97,0.957,0.00123148322822705,"4","H1FX"
"ZNF75A1",1.03094800287807e-07,0.485360517770985,0.836,0.513,0.00124425114467354,"4","ZNF75A"
"BUD13",1.07075670606384e-07,0.274351822880316,0.463,0.164,0.00129229626854845,"4","BUD13"
"CUL11",1.09693880152972e-07,0.37366261937873,0.567,0.236,0.00132389543956622,"4","CUL1"
"PPP3CA",1.10162579805559e-07,0.372335618517714,0.642,0.29,0.00132955217567329,"4","PPP3CA"
"NDE11",1.11322857864768e-07,0.343193634095264,0.612,0.259,0.00134355557156989,"4","NDE1"
"FOXO61",1.12232830745481e-07,0.690659917164645,0.761,0.549,0.00135453803426721,"4","FOXO6"
"BPNT1",1.18976868640501e-07,0.373561998996426,0.507,0.212,0.00143593182762221,"4","BPNT1"
"TMEM106C",1.21464009332637e-07,0.451554008411967,0.761,0.432,0.0014659491286356,"4","TMEM106C"
"RIMBP21",1.22795791127574e-07,0.283857433906891,0.433,0.153,0.00148202240311869,"4","RIMBP2"
"DUSP221",1.2438226817217e-07,0.379451416876995,0.552,0.227,0.00150116959456992,"4","DUSP22"
"TRMT10B",1.25609749036836e-07,0.323046079672395,0.433,0.156,0.00151598406112557,"4","TRMT10B"
"ECHDC2",1.28326140243075e-07,0.379930342510882,0.507,0.203,0.00154876818659367,"4","ECHDC2"
"ZNF687",1.32349771996561e-07,0.280262378368807,0.299,0.085,0.00159732939822649,"4","ZNF687"
"NKIRAS11",1.32827367321226e-07,0.452258729830815,0.731,0.365,0.00160309349619987,"4","NKIRAS1"
"PBX2",1.33131756429512e-07,0.440688720260874,0.985,0.946,0.00160676716834778,"4","PBX2"
"UBN2",1.36730787114089e-07,0.398496046126905,0.493,0.2,0.00165020386967994,"4","UBN2"
"EIF2B4",1.38011584926769e-07,0.34924488504596,0.448,0.171,0.00166566181848117,"4","EIF2B4"
"TUB1",1.39500742153487e-07,0.413441597522202,0.597,0.272,0.00168363445705043,"4","TUB"
"STXBP6",1.39615315768833e-07,0.371748649222242,0.388,0.137,0.00168501724601404,"4","STXBP6"
"MTMR61",1.41777273298921e-07,0.473164323585253,0.597,0.281,0.00171110991144468,"4","MTMR6"
"TLK11",1.43523085742065e-07,0.409354170574825,0.821,0.435,0.00173218012182099,"4","TLK1"
"ZCRB1",1.44133192530038e-07,0.484009046907856,0.836,0.496,0.00173954350064503,"4","ZCRB1"
"GAS2L3",1.44373447800745e-07,0.275578299445992,0.299,0.085,0.0017424431415072,"4","GAS2L3"
"DTX4",1.46855629407816e-07,0.390445296119231,0.642,0.3,0.00177240059132293,"4","DTX4"
"KIAA12111",1.47902335359026e-07,0.498438444904186,0.791,0.516,0.00178503328544809,"4","KIAA1211"
"ICK",1.49277631310446e-07,0.357706463794156,0.433,0.158,0.00180163173228577,"4","ICK"
"POLE31",1.51510540072066e-07,0.383153158178102,0.687,0.32,0.00182858070812977,"4","POLE3"
"CLU",1.52961420125926e-07,0.470383237033137,0.925,0.946,0.0018460913794998,"4","CLU"
"UBXN4",1.54940409215175e-07,0.41211841024891,0.791,0.433,0.00186997579881795,"4","UBXN4"
"C4orf33",1.57578742903168e-07,0.259458634082715,0.299,0.085,0.00190181784809834,"4","C4orf33"
"LEMD11",1.61435774508366e-07,0.323499472209404,0.313,0.094,0.00194836836254147,"4","LEMD1"
"GTF2H5",1.6544723593142e-07,0.290203764073517,0.448,0.162,0.0019967826904563,"4","GTF2H5"
"GRK4",1.66055246965433e-07,0.252460907957895,0.313,0.092,0.00200412077562581,"4","GRK4"
"HTRA11",1.67987141179501e-07,0.496271182914401,0.657,0.335,0.0020274368068954,"4","HTRA1"
"TASOR",1.69918926829972e-07,0.540645723979893,0.821,0.531,0.00205075152791093,"4","TASOR"
"FAM222A",1.72045348908319e-07,0.308690786695325,0.418,0.151,0.0020764153159745,"4","FAM222A"
"CNNM4",1.73583915852665e-07,0.352412164124643,0.478,0.191,0.00209498428042582,"4","CNNM4"
"GRIA1",1.74296484819324e-07,0.290820950717621,0.373,0.121,0.00210358427528443,"4","GRIA1"
"MAP3K131",1.76148508984063e-07,0.440616451394475,0.597,0.279,0.00212593635492866,"4","MAP3K13"
"VAMP4",1.76777689195014e-07,0.297964380102266,0.418,0.147,0.00213352993089462,"4","VAMP4"
"EBAG9",1.76874679391513e-07,0.311521095538127,0.403,0.14,0.00213470050557617,"4","EBAG9"
"ADH5",1.78477384914892e-07,0.29419121700021,0.418,0.149,0.00215404355853783,"4","ADH5"
"MAP3K4",1.79806334375536e-07,0.393688439703162,0.537,0.227,0.00217008264957835,"4","MAP3K4"
"HMGB21",1.79979942859636e-07,0.512743617328839,0.597,0.284,0.00217217793037294,"4","HMGB2"
"C1GALT1",1.80601187458166e-07,0.286394991390129,0.328,0.101,0.00217967573143261,"4","C1GALT1"
"NEK4",1.80793918147019e-07,0.403926322812614,0.597,0.275,0.00218200179811637,"4","NEK4"
"TNRC6C",1.85136237477226e-07,0.296917051532939,0.463,0.176,0.00223440925011264,"4","TNRC6C"
"SNRNP40",1.86205323582354e-07,0.393080793896041,0.522,0.228,0.00224731205031543,"4","SNRNP40"
"KLHL18",1.8731921360929e-07,0.261438504077152,0.343,0.108,0.00226075558905052,"4","KLHL18"
"SNRNP35",1.91987814614893e-07,0.376741493486383,0.537,0.223,0.00231710093458714,"4","SNRNP35"
"PFDN1",1.97172043452554e-07,0.336644848266326,0.358,0.119,0.00237966939242887,"4","PFDN1"
"TSNARE11",2.03495905492614e-07,0.427070476936534,0.746,0.392,0.00245599208339036,"4","TSNARE1"
"CROCC",2.06789831073381e-07,0.45018737981112,0.388,0.151,0.00249574647122464,"4","CROCC"
"ARHGAP21",2.11986270868082e-07,0.418420705280279,0.597,0.27,0.00255846230310688,"4","ARHGAP21"
"CHD5",2.13246862426792e-07,0.281476257313697,0.239,0.059,0.00257367638262895,"4","CHD5"
"OGFRL1",2.18104929425948e-07,0.329520413832945,0.403,0.146,0.00263230839324176,"4","OGFRL1"
"SCG31",2.27537725817223e-07,0.397500053653181,0.507,0.205,0.00274615281288806,"4","SCG3"
"RABEP1",2.32243101879513e-07,0.376391027059083,0.731,0.378,0.00280294199658385,"4","RABEP1"
"NFKB1",2.58993420742152e-07,0.293518475071074,0.373,0.126,0.00312579159493704,"4","NFKB1"
"TRIM321",2.62269068800723e-07,0.31874594223877,0.433,0.162,0.00316532539135592,"4","TRIM32"
"ZCCHC9",2.67245474046448e-07,0.412848017986617,0.522,0.228,0.00322538562626658,"4","ZCCHC9"
"MTX3",2.67803730860659e-07,0.304470908227584,0.493,0.196,0.00323212322775729,"4","MTX3"
"CLIC4",2.70143176021272e-07,0.45554803134281,1,0.971,0.00326035799140073,"4","CLIC4"
"USP12",2.7515883277659e-07,0.38069093964271,0.418,0.16,0.00332089195278066,"4","USP12"
"EFCAB7",2.76667101124435e-07,0.293518475071074,0.373,0.126,0.00333909524347081,"4","EFCAB7"
"TTC23",2.76898774128873e-07,0.308232715556094,0.313,0.095,0.00334189130496137,"4","TTC23"
"TAGLN2",2.84129390589249e-07,0.283260187324631,0.343,0.112,0.00342915761502165,"4","TAGLN2"
"ARL14EP",3.01477877623718e-07,0.27019419740666,0.433,0.153,0.00363853650504066,"4","ARL14EP"
"GLRX3",3.05323927111756e-07,0.331427138995307,0.642,0.291,0.00368495447631178,"4","GLRX3"
"PLEKHA12",3.1024847625991e-07,0.566188089787261,1,0.874,0.00374438885998085,"4","PLEKHA1"
"WDFY3",3.15973837897024e-07,0.377286832763672,0.612,0.288,0.00381348824957919,"4","WDFY3"
"HIST1H2BH1",3.16758994295686e-07,0.612920203836047,0.776,0.583,0.00382296430215463,"4","HIST1H2BH"
"AMOTL21",3.19301248740591e-07,0.559312409308174,0.866,0.649,0.00385364677105019,"4","AMOTL2"
"IFFO2",3.24917437623755e-07,0.352412164124643,0.463,0.183,0.0039214285546811,"4","IFFO2"
"ZBTB17",3.25616831140578e-07,0.421239288245757,0.687,0.34,0.00392986953503564,"4","ZBTB17"
"ANAPC15",3.26167127710498e-07,0.299055264873252,0.388,0.137,0.003936511064338,"4","ANAPC15"
"LAMTOR1",3.41814231449061e-07,0.336130793373701,0.627,0.284,0.00412535595935872,"4","LAMTOR1"
"PPP2R5E",3.42421288360993e-07,0.327449820066192,0.582,0.25,0.00413268252922882,"4","PPP2R5E"
"PRORP",3.45457918822415e-07,0.350358505356668,0.463,0.183,0.00416933162226772,"4","PRORP"
"MPP51",3.55745405085814e-07,0.442027318232613,0.567,0.266,0.00429349129398069,"4","MPP5"
"NT5C3A",3.59250651101426e-07,0.265646659829538,0.493,0.191,0.00433579610814311,"4","NT5C3A"
"RALGAPA1",3.64206713436526e-07,0.320749700018569,0.433,0.162,0.00439561082446543,"4","RALGAPA1"
"MEGF9",3.70108467314252e-07,0.341780612394756,0.433,0.167,0.0044668390920157,"4","MEGF9"
"NSD1",3.72057426512781e-07,0.351375372818154,0.463,0.187,0.00449036108058275,"4","NSD1"
"CREBL2",3.72334870991755e-07,0.42594761847127,0.463,0.194,0.00449370955799949,"4","CREBL2"
"IGSF9B1",3.82878628374713e-07,0.431230910965731,0.612,0.281,0.00462096216585441,"4","IGSF9B"
"MPP7",3.83237233398505e-07,0.312914721568238,0.358,0.121,0.00462529016988655,"4","MPP7"
"RGS3",3.86054819999758e-07,0.418224944931404,0.627,0.318,0.00465929562257708,"4","RGS3"
"CDKN2AIPNL",3.89487058540855e-07,0.391132182560541,0.552,0.245,0.00470071930952958,"4","CDKN2AIPNL"
"POLR1A",3.98604509409673e-07,0.320361747166651,0.567,0.245,0.00481075782406535,"4","POLR1A"
"STRADA",4.03307877949147e-07,0.474492116368826,0.642,0.347,0.00486752277896826,"4","STRADA"
"CNRIP11",4.08940004865552e-07,0.298483241838084,0.463,0.18,0.00493549691872235,"4","CNRIP1"
"TTC33",4.17739288006323e-07,0.296874319573726,0.373,0.128,0.00504169546694831,"4","TTC33"
"BBS2",4.2196023658156e-07,0.371887561667225,0.448,0.176,0.00509263809530285,"4","BBS2"
"SORBS2",4.34126697375264e-07,0.354069481987417,0.701,0.349,0.00523947511062206,"4","SORBS2"
"EML11",4.4660130089198e-07,0.387128369580742,0.448,0.18,0.0053900311004653,"4","EML1"
"PCDH18",4.56452345267432e-07,0.360844070305898,0.597,0.282,0.00550892335503264,"4","PCDH18"
"USP49",4.62547410157333e-07,0.276523855828756,0.343,0.112,0.00558248469318885,"4","USP49"
"ATP5ME1",4.699867238861e-07,0.443524833145379,0.657,0.331,0.00567226977058134,"4","ATP5ME"
"LIMD21",4.71087548396518e-07,0.286621693594334,0.597,0.25,0.00568555562159758,"4","LIMD2"
"CDK2AP1",4.71807158105552e-07,0.387570217032841,0.612,0.286,0.00569424059117591,"4","CDK2AP1"
"RNFT2",4.77496094885025e-07,0.391835141332827,0.507,0.228,0.00576290036916737,"4","RNFT2"
"CHMP71",4.80101268667141e-07,0.335293630558777,0.582,0.266,0.00579434221154372,"4","CHMP7"
"RB1CC1",4.86434663954025e-07,0.405153626196616,0.642,0.304,0.00587077995926112,"4","RB1CC1"
"INSM2",4.88022169673186e-07,0.344506966039297,0.478,0.187,0.00588993956578568,"4","INSM2"
"COX151",4.92109742511779e-07,0.348307765791906,0.493,0.212,0.00593927248237466,"4","COX15"
"FAM120A",4.93361733375601e-07,0.370476879886634,0.687,0.327,0.00595438276011013,"4","FAM120A"
"DHDDS",4.94714409198605e-07,0.365236204482226,0.507,0.212,0.00597070820461796,"4","DHDDS"
"SUFU",4.97869208231184e-07,0.29627800347438,0.358,0.122,0.00600878347414216,"4","SUFU"
"TMEM132E",5.05338783816445e-07,0.255004045952507,0.269,0.076,0.00609893378188068,"4","TMEM132E"
"TRAPPC6B1",5.06313210109479e-07,0.278004386787424,0.537,0.221,0.00611069413281131,"4","TRAPPC6B"
"HIST1H1D",5.12891157855083e-07,0.479264171409236,0.821,0.592,0.006190083384153,"4","HIST1H1D"
"CGN1",5.15278914577135e-07,0.332005953462806,0.582,0.254,0.00621890122003144,"4","CGN"
"TSPAN18",5.20964110487372e-07,0.3791753954401,0.493,0.209,0.00628751584947209,"4","TSPAN18"
"WDR171",5.4228440619221e-07,0.376021361174238,0.448,0.185,0.00654483049833379,"4","WDR17"
"PLPPR1",5.42560623436141e-07,0.414066682038432,0.433,0.167,0.00654816416425078,"4","PLPPR1"
"FAM219B",5.44632753031913e-07,0.319292889542778,0.448,0.174,0.00657317269634216,"4","FAM219B"
"FZD31",5.54293643887202e-07,0.391899698667703,0.731,0.403,0.00668976998807464,"4","FZD3"
"CREM",5.58518348098881e-07,0.324256693085409,0.612,0.275,0.0067407579432054,"4","CREM"
"CCDC14",5.59301444840742e-07,0.315886288099529,0.597,0.257,0.00675020913778291,"4","CCDC14"
"PCDHGB6",5.64195188159323e-07,0.269818831950865,0.373,0.131,0.00680927172589487,"4","PCDHGB6"
